,background,Swim,Float,Balance,SideClimb,Spin,Turn,PushOff,VerticalSwimming
156,0,1,0,0,0,0,0,0,0
157,0,1,0,0,0,0,0,0,0
158,0,1,0,0,0,0,0,0,0
159,0,1,0,0,0,0,0,0,0
160,0,1,0,0,0,0,0,0,0
161,0,1,0,0,0,0,0,0,0
162,0,1,0,0,0,0,0,0,0
163,0,1,0,0,0,0,0,0,0
164,0,1,0,0,0,0,0,0,0
165,0,1,0,0,0,0,0,0,0
166,0,1,0,0,0,0,0,0,0
167,0,1,0,0,0,0,0,0,0
168,1,0,0,0,0,0,0,0,0
169,0,0,0,0,1,0,0,0,1
170,0,0,0,0,1,0,0,0,1
171,0,0,0,0,1,0,0,0,1
172,0,0,0,0,1,0,0,0,1
173,0,0,0,0,1,0,0,0,1
174,0,0,0,0,1,0,0,0,1
175,0,0,0,0,1,0,0,0,1
176,0,0,0,0,1,0,0,0,1
177,0,0,0,0,1,0,0,0,1
178,0,0,0,0,1,0,0,0,1
179,0,0,0,0,1,0,0,0,1
180,0,1,0,0,1,0,0,0,1
181,0,1,0,0,0,0,0,0,1
182,0,1,0,0,0,0,0,0,0
183,0,1,0,0,0,0,0,0,0
184,0,1,0,0,0,0,0,0,0
185,0,1,0,0,0,0,0,0,0
186,0,1,0,0,0,0,0,0,0
187,0,1,0,0,0,0,0,0,0
188,0,1,0,0,0,0,0,0,0
189,0,1,0,0,0,0,0,0,0
190,0,1,0,0,0,0,0,0,0
191,0,1,0,0,0,0,0,0,0
192,0,1,0,0,0,0,0,0,0
193,0,1,0,0,0,0,0,0,0
194,0,1,0,0,0,0,0,0,0
195,0,1,0,0,0,0,0,0,0
196,0,1,0,0,0,0,0,0,0
197,0,1,0,0,0,0,0,0,0
198,0,1,0,0,0,0,0,0,0
199,0,1,0,0,0,0,0,0,0
200,0,1,0,0,0,0,0,0,0
201,0,1,0,0,0,0,0,0,0
202,0,1,0,0,0,0,0,0,0
203,0,1,0,0,0,0,0,0,0
204,0,1,0,0,0,0,0,0,0
205,0,1,0,0,0,0,0,0,1
206,0,0,0,0,0,0,0,0,1
207,0,0,0,0,1,0,0,0,1
208,0,0,0,0,1,0,0,0,1
209,0,0,0,0,1,0,0,0,1
210,0,0,0,0,1,0,0,0,1
211,0,0,0,0,1,0,0,0,1
212,0,0,0,0,1,0,0,0,1
213,0,0,0,0,1,0,0,0,1
214,0,0,0,0,1,0,0,0,1
215,0,0,0,0,1,0,0,0,1
216,0,0,0,0,1,0,0,0,1
217,0,0,0,0,1,0,0,0,1
218,0,0,0,0,0,0,0,0,1
219,0,0,0,0,0,0,0,0,1
220,0,1,0,0,0,0,0,0,1
221,0,1,0,0,0,0,0,0,0
222,0,1,0,0,0,0,0,0,0
223,0,1,0,0,0,0,0,0,0
224,0,1,0,0,0,0,0,0,0
225,0,1,0,0,0,0,0,0,0
226,0,1,0,0,0,0,0,0,0
227,0,1,0,0,0,0,0,0,0
228,0,1,0,0,0,0,0,0,0
229,0,1,0,0,0,0,0,0,0
230,0,1,0,0,0,0,0,0,0
231,0,1,0,0,0,0,0,0,0
232,0,1,0,0,0,0,0,0,0
233,0,1,0,0,0,0,0,0,0
234,0,1,0,0,0,0,0,0,0
235,0,1,0,0,0,0,0,0,0
236,0,1,0,0,0,0,0,0,0
237,0,1,0,0,0,0,0,0,0
238,0,1,0,0,0,0,0,0,0
239,0,1,0,0,0,0,0,0,0
240,0,1,0,0,0,0,0,0,0
241,0,1,0,0,0,0,0,0,0
242,0,1,0,0,0,0,0,0,0
243,0,1,0,0,0,0,0,0,0
244,0,1,0,0,0,0,0,0,0
245,0,1,0,0,0,0,0,0,0
246,0,1,0,0,0,0,0,0,0
247,0,1,0,0,0,0,0,0,0
248,1,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,1
250,0,0,0,0,0,0,0,0,1
251,0,0,0,0,0,0,0,0,1
252,0,0,0,0,0,0,0,0,1
253,0,0,0,0,0,0,0,0,1
254,0,0,0,0,1,0,0,0,1
255,0,0,0,0,1,0,0,0,1
256,0,0,0,0,1,0,0,0,1
257,0,0,0,0,1,0,0,0,1
258,0,0,0,0,1,0,0,0,1
259,0,0,0,0,1,0,0,0,1
260,0,0,0,0,1,0,0,0,1
261,0,0,0,0,1,0,0,0,1
262,0,0,0,0,1,0,0,0,1
263,0,0,0,0,1,0,0,0,1
264,0,0,0,0,1,0,0,0,1
265,0,0,0,0,1,0,0,0,1
266,0,0,0,0,0,0,0,0,1
267,0,0,0,0,0,0,0,0,1
268,0,0,0,0,0,0,0,0,1
269,0,0,0,0,0,0,0,0,1
270,0,1,0,0,0,0,0,0,1
271,0,1,0,0,0,0,0,0,0
272,0,1,0,0,0,0,0,0,0
273,0,1,0,0,0,0,0,0,0
274,0,1,0,0,0,0,0,0,0
275,0,1,0,0,0,0,0,0,0
276,0,1,0,0,0,0,0,0,0
277,0,1,0,0,0,0,0,0,0
278,0,1,0,0,0,0,0,0,0
279,0,1,0,0,0,0,1,0,0
280,0,1,0,0,0,0,1,0,0
281,0,1,0,0,0,0,1,0,0
282,0,1,0,0,0,0,1,0,0
283,0,1,0,0,0,0,1,0,0
284,0,1,0,0,0,0,1,0,0
285,0,1,0,0,0,0,1,0,0
286,0,1,0,0,0,0,1,0,0
287,0,1,0,0,0,0,1,0,0
288,0,1,0,0,0,0,1,0,0
289,0,1,0,0,0,0,1,0,0
290,0,1,0,0,0,0,1,0,0
291,0,1,0,0,0,0,1,0,0
292,0,1,0,0,0,0,0,0,0
293,0,1,0,0,0,0,0,0,0
294,0,1,0,0,0,0,0,0,0
295,0,1,0,0,0,0,0,0,0
296,0,1,0,0,0,0,0,0,0
297,0,1,0,0,0,0,0,0,0
298,0,1,0,0,0,0,0,0,0
299,0,1,0,0,0,0,0,0,0
300,0,1,0,0,0,0,0,0,0
301,0,1,0,0,0,0,0,0,0
302,0,1,0,0,0,0,0,0,0
303,0,1,0,0,0,0,0,0,0
304,0,1,0,0,0,0,0,0,0
305,0,1,0,0,0,0,0,0,0
306,0,1,0,0,0,0,0,0,0
307,0,1,0,0,0,0,0,0,0
308,0,1,0,0,0,0,0,0,0
309,0,1,0,0,0,0,0,0,0
310,0,1,0,0,0,0,0,0,0
311,0,1,0,0,0,0,0,0,0
312,0,1,0,0,0,0,0,0,0
313,0,1,0,0,0,0,0,0,0
314,0,1,0,0,0,0,0,0,0
315,0,1,0,0,0,0,0,0,0
316,0,1,0,0,0,0,0,0,0
317,0,1,0,0,0,0,0,0,0
318,0,1,0,0,0,0,0,0,0
319,0,1,0,0,0,0,0,0,0
320,0,1,0,0,0,0,0,0,0
321,0,1,0,0,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0
323,0,1,0,0,0,0,0,0,0
324,0,1,0,0,0,0,0,0,0
325,0,1,0,0,0,0,0,0,0
326,0,1,0,0,0,0,0,0,0
327,0,1,0,0,0,0,0,0,0
328,0,1,0,0,0,0,0,0,0
329,0,1,0,0,0,0,0,0,0
330,0,1,0,0,0,0,0,0,0
331,0,1,0,0,0,0,0,0,0
332,0,1,0,0,0,0,0,0,0
333,0,1,0,0,0,0,0,0,0
334,0,1,0,0,0,0,0,0,0
335,0,1,0,0,0,0,0,0,0
336,0,1,0,0,0,0,0,0,0
337,0,1,0,0,0,0,0,0,0
338,0,1,0,0,0,0,0,0,0
339,0,1,0,0,0,0,0,0,0
340,0,1,0,0,0,0,0,0,0
341,0,1,0,0,0,0,0,0,0
342,0,1,0,0,0,0,0,0,0
343,0,1,0,0,0,0,0,0,0
344,0,1,0,0,0,0,0,0,0
345,0,1,0,0,0,0,0,0,0
346,0,1,0,0,0,0,0,0,0
347,0,1,0,0,0,0,1,0,0
348,0,1,0,0,0,0,1,0,0
349,0,1,0,0,0,0,1,0,0
350,0,1,0,0,0,0,1,0,0
351,0,1,0,0,0,0,1,0,0
352,0,1,0,0,0,0,1,0,0
353,0,1,0,0,0,0,1,0,0
354,0,1,0,0,0,0,1,0,0
355,0,1,0,0,0,0,1,0,0
356,0,1,0,0,0,0,1,0,0
357,0,1,0,0,0,0,1,0,0
358,0,1,0,0,0,0,1,0,0
359,0,1,0,0,0,0,1,0,0
360,0,1,0,0,0,0,1,0,0
361,0,1,0,0,0,0,1,0,0
362,0,1,0,0,0,0,1,0,0
363,0,1,0,0,0,0,1,0,0
364,0,1,0,0,0,0,1,0,0
365,0,1,0,0,0,0,1,0,0
366,0,1,0,0,0,0,1,0,0
367,0,1,0,0,0,0,1,0,0
368,0,1,0,0,0,0,1,0,0
369,0,1,0,0,0,0,1,0,0
370,0,1,0,0,0,0,1,0,0
371,0,1,0,0,0,0,1,0,0
372,0,1,0,0,0,0,1,0,0
373,0,1,0,0,0,0,1,0,0
374,0,1,0,0,0,0,1,0,0
375,0,1,0,0,0,0,1,0,1
376,0,0,0,0,0,0,0,0,1
377,0,0,0,0,0,0,0,0,1
378,0,0,0,0,0,0,0,0,1
379,0,0,0,0,0,0,0,0,1
380,0,0,0,0,0,0,0,0,1
381,0,0,0,0,0,0,0,0,1
382,0,0,0,0,0,0,0,0,1
383,0,0,0,0,0,0,0,0,1
384,0,0,0,0,0,0,0,0,1
385,0,0,0,0,0,0,0,0,1
386,0,0,0,0,0,0,0,0,1
387,0,0,0,0,0,0,0,0,1
388,0,0,0,0,1,0,0,0,1
389,0,0,0,0,1,0,0,0,1
390,0,0,0,0,1,0,0,0,1
391,0,0,0,0,1,0,0,0,1
392,0,0,0,0,1,0,0,0,1
393,0,1,0,0,1,0,0,0,1
394,0,1,0,0,1,0,0,0,1
395,0,1,0,0,1,0,0,0,1
396,0,1,0,0,1,0,0,0,1
397,0,1,0,0,1,0,0,0,1
398,0,1,0,0,1,0,0,0,1
399,0,1,0,0,1,0,0,0,1
400,0,1,0,0,1,0,0,0,1
401,0,1,0,0,1,0,0,0,1
402,0,1,0,0,1,0,0,0,1
403,0,1,0,0,1,0,0,0,1
404,0,1,0,0,1,0,0,0,1
405,0,1,0,0,1,0,0,0,1
406,0,1,0,0,1,0,0,0,1
407,0,1,0,0,0,0,0,0,1
408,0,1,0,0,0,0,0,0,0
409,0,1,0,0,0,0,0,0,0
410,0,1,0,0,0,0,0,0,0
411,0,1,0,0,0,0,0,0,0
412,0,1,0,0,0,0,0,0,0
413,0,1,0,0,0,0,0,0,0
414,0,1,0,0,0,0,0,0,0
415,0,1,0,0,0,0,0,0,0
416,0,1,0,0,0,0,0,0,0
417,0,1,0,0,0,0,0,0,0
418,0,1,0,0,0,0,0,0,0
419,0,1,0,0,0,0,0,0,0
420,0,1,0,0,0,0,0,0,0
421,0,1,0,0,0,0,0,0,0
422,0,1,0,0,0,0,0,0,0
423,0,1,0,0,0,0,0,0,0
424,0,1,0,0,0,0,0,0,0
425,0,1,0,0,0,0,0,0,0
426,0,1,0,0,0,0,0,0,0
427,0,1,0,0,0,0,0,0,0
428,0,1,0,0,0,0,0,0,0
429,0,1,0,0,0,0,1,0,0
430,0,1,0,0,0,0,1,0,0
431,0,1,0,0,0,0,1,0,0
432,0,1,0,0,0,0,1,0,0
433,0,1,0,0,0,0,1,0,0
434,0,1,0,0,0,0,1,0,0
435,0,1,0,0,0,0,1,0,0
436,0,1,0,0,0,0,1,0,0
437,0,1,0,0,0,0,1,0,0
438,0,1,0,0,0,0,1,0,0
439,0,1,0,0,0,0,1,0,0
440,0,1,0,0,0,0,1,0,0
441,0,1,0,0,0,0,0,0,0
442,0,1,0,0,0,0,0,0,0
443,0,1,0,0,0,0,0,0,0
444,0,1,0,0,0,0,0,0,0
445,0,1,0,0,0,0,0,0,0
446,0,1,0,0,0,0,0,0,0
447,0,1,0,0,0,0,0,0,0
448,0,1,0,0,0,0,0,0,0
449,0,1,0,0,0,0,0,0,0
450,0,1,0,0,0,0,0,0,0
451,0,1,0,0,0,0,0,0,0
452,0,1,0,0,0,0,0,0,0
453,0,1,0,0,0,0,0,0,0
454,0,1,0,0,0,0,0,0,0
455,1,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0,1
457,0,0,0,0,1,0,0,0,1
458,0,0,0,0,1,0,0,0,1
459,0,0,0,0,1,0,0,0,1
460,0,0,0,0,1,0,0,0,1
461,0,0,0,0,1,0,0,0,1
462,0,0,0,0,1,0,0,0,1
463,0,0,0,0,1,0,0,0,1
464,0,0,0,0,1,0,0,0,1
465,0,0,0,0,1,0,0,0,1
466,0,0,0,0,1,0,0,0,1
467,0,0,0,0,1,0,0,0,1
468,0,0,0,0,0,0,0,0,1
469,0,0,0,0,0,0,0,0,1
470,0,1,0,0,1,0,0,0,1
471,0,1,0,0,0,0,0,0,0
472,0,1,0,0,0,0,0,0,0
473,0,1,0,0,0,0,0,0,0
474,0,1,0,0,0,0,0,0,0
475,0,1,0,0,0,0,0,0,0
476,0,1,0,0,0,0,0,0,0
477,0,1,0,0,0,0,0,0,0
478,0,1,0,0,0,0,0,0,0
479,0,1,0,0,0,0,0,0,0
480,0,1,0,0,0,0,0,0,0
481,0,1,0,0,0,0,0,0,0
482,0,1,0,0,0,0,0,0,0
483,0,1,0,0,0,0,0,0,0
484,0,1,0,0,0,0,0,0,0
485,0,1,0,0,0,0,0,0,0
486,0,1,0,0,0,0,0,0,0
487,0,1,0,0,0,0,0,0,0
488,0,1,0,0,0,0,0,0,0
489,0,1,0,0,0,0,0,0,0
490,0,1,0,0,0,0,0,0,0
491,0,1,0,0,0,0,0,0,0
492,0,1,0,0,0,0,0,0,0
493,0,1,0,0,0,0,0,0,0
494,0,1,0,0,0,0,0,0,0
495,0,1,0,0,0,0,0,0,0
496,0,1,0,0,0,0,0,0,0
497,0,1,0,0,0,0,0,0,0
498,0,1,0,0,0,0,0,0,0
499,0,1,0,0,0,0,0,0,0
500,0,1,0,0,0,0,0,0,0
501,0,1,0,0,0,0,0,0,0
502,0,1,0,0,0,0,0,0,0
503,0,1,0,0,0,0,0,0,0
504,0,1,0,0,1,0,0,0,0
505,0,1,0,0,1,0,0,0,0
506,0,1,0,0,1,0,0,0,1
507,0,1,0,0,1,0,0,0,1
508,0,1,0,0,1,0,0,0,1
509,0,1,0,0,1,0,0,0,1
510,0,1,0,0,1,0,0,0,1
511,0,1,0,0,1,0,0,0,1
512,0,1,0,0,1,0,0,0,1
513,0,1,0,0,1,0,0,0,1
514,0,1,0,0,1,0,0,0,1
515,0,1,0,0,1,0,0,0,1
516,0,1,0,0,0,0,0,0,1
517,0,1,0,0,0,0,0,0,1
518,0,1,0,0,0,0,0,0,1
519,0,1,0,0,0,0,0,0,1
520,0,1,0,0,0,0,0,0,1
521,0,1,0,0,0,0,0,0,1
522,0,1,0,0,0,0,0,0,1
523,0,1,0,0,0,0,0,0,1
524,0,1,0,0,0,0,0,0,1
525,0,1,0,0,0,0,0,0,1
526,0,1,0,0,0,0,0,0,1
527,0,1,0,0,0,0,0,0,1
528,0,1,0,0,0,0,0,0,1
529,0,1,0,0,0,0,0,0,1
530,0,1,0,0,0,0,0,0,1
531,0,1,0,0,0,0,0,0,1
532,0,1,0,0,0,0,0,0,1
533,0,1,0,0,0,0,0,0,1
534,0,1,0,0,0,0,0,0,1
535,0,1,0,0,0,0,0,0,1
536,0,1,0,0,0,0,0,0,1
537,0,1,0,0,0,0,0,0,1
538,0,1,0,0,0,0,0,0,1
539,0,1,0,0,0,0,0,0,1
540,0,1,0,0,0,0,0,0,1
541,0,1,0,0,0,0,0,0,1
542,0,1,0,0,0,0,0,0,1
543,0,1,0,0,0,0,0,0,1
544,0,1,0,0,0,0,0,0,1
545,0,1,0,0,0,0,0,0,1
546,0,1,0,0,0,0,0,0,1
547,0,1,0,0,0,0,0,0,1
548,0,1,0,0,0,0,0,0,1
549,0,1,0,0,0,0,0,0,1
550,0,1,0,0,0,0,0,0,1
551,0,1,0,0,0,0,0,0,1
552,0,1,0,0,0,0,0,0,1
553,0,1,0,0,0,0,0,0,1
554,0,1,0,0,0,0,0,0,1
555,0,1,0,0,0,0,0,0,1
556,0,1,0,0,0,0,0,0,1
557,0,1,0,0,0,0,0,0,1
558,0,1,0,0,0,0,0,0,1
559,0,1,0,0,0,0,0,0,1
560,0,1,0,0,0,0,0,0,1
561,0,1,0,0,0,0,0,0,1
562,0,1,0,0,0,0,0,0,1
563,0,1,0,0,0,0,0,0,1
564,0,1,0,0,0,0,0,0,1
565,0,1,0,0,0,0,0,0,1
566,0,1,0,0,0,0,0,0,1
567,0,1,0,0,0,0,0,0,1
568,0,1,0,0,0,0,0,0,1
569,0,1,0,0,0,0,0,0,1
570,0,1,0,0,0,0,0,0,1
571,0,1,0,0,0,0,0,0,1
572,0,1,0,0,0,0,0,0,1
573,0,1,0,0,0,0,0,0,1
574,0,1,0,0,0,0,0,0,1
575,0,1,0,0,0,0,0,0,1
576,0,1,0,0,0,0,0,0,1
577,0,1,0,0,0,0,0,0,1
578,0,1,0,0,0,0,0,0,1
579,0,1,0,0,0,0,0,0,1
580,0,1,0,0,0,0,0,0,1
581,0,1,0,0,0,0,0,0,1
582,0,1,0,0,0,0,0,0,1
583,0,1,0,0,0,0,0,0,1
584,0,1,0,0,0,0,0,0,1
585,0,1,0,0,0,0,0,0,1
586,0,1,0,0,0,0,0,0,1
587,0,1,0,0,0,0,0,0,1
588,0,1,0,0,0,0,0,0,1
589,0,1,0,0,0,0,0,0,1
590,0,1,0,0,0,0,0,0,1
591,0,1,0,0,0,0,0,0,1
592,0,1,0,0,0,0,0,0,1
593,0,1,0,0,0,0,0,0,1
594,0,1,0,0,0,0,0,0,1
595,0,1,0,0,0,0,0,0,1
596,0,1,0,0,0,0,0,0,1
597,0,1,0,0,0,0,0,0,1
598,0,1,0,0,0,0,0,0,1
599,0,1,0,0,0,0,0,0,1
600,0,1,0,0,0,0,0,0,1
601,0,1,0,0,0,0,0,0,1
602,0,1,0,0,0,0,0,0,1
603,0,1,0,0,0,0,0,0,1
604,0,1,0,0,0,0,0,0,1
605,0,1,0,0,0,0,0,0,1
606,0,1,0,0,0,0,0,0,1
607,0,1,0,0,0,0,0,0,1
608,0,1,0,0,0,0,0,0,1
609,0,1,0,0,0,0,0,0,1
610,0,1,0,0,0,0,0,0,1
611,0,1,0,0,0,0,0,0,1
612,0,1,0,0,0,0,0,0,1
613,0,1,0,0,0,0,0,0,1
614,0,1,0,0,0,0,0,0,1
615,0,1,0,0,0,0,0,0,1
616,0,1,0,0,0,0,0,0,1
617,0,1,0,0,0,0,0,0,1
618,0,1,0,0,0,0,0,0,1
619,0,1,0,0,0,0,0,0,1
620,0,1,0,0,0,0,0,0,1
621,0,1,0,0,0,0,0,0,1
622,0,1,0,0,0,0,0,0,1
623,0,1,0,0,0,0,0,0,1
624,0,1,0,0,0,0,0,0,1
625,0,1,0,0,0,0,0,0,1
626,0,1,0,0,0,0,0,0,1
627,0,1,0,0,0,0,0,0,1
628,0,1,0,0,0,0,0,0,1
629,0,1,0,0,0,0,0,0,1
630,0,1,0,0,0,0,0,0,1
631,0,1,0,0,0,0,0,0,1
632,0,1,0,0,0,0,0,0,1
633,0,1,0,0,0,0,0,0,1
634,0,1,0,0,0,0,0,0,1
635,0,1,0,0,0,0,0,0,1
636,0,1,0,0,0,0,0,0,1
637,0,1,0,0,0,0,0,0,1
638,0,1,0,0,0,0,0,0,1
639,0,1,0,0,0,0,0,0,1
640,0,1,0,0,0,0,0,0,1
641,0,1,0,0,0,0,0,0,1
642,0,1,0,0,0,0,0,0,1
643,0,1,0,0,0,0,0,0,1
644,0,1,0,0,0,0,0,0,1
645,0,1,0,0,0,0,0,0,1
646,0,1,0,0,0,0,0,0,1
647,0,1,0,0,0,0,0,0,1
648,0,1,0,0,0,0,0,0,1
649,0,1,0,0,0,0,0,0,1
650,0,1,0,0,0,0,0,0,1
651,0,1,0,0,0,0,0,0,1
652,0,1,0,0,0,0,0,0,1
653,0,1,0,0,0,0,0,0,1
654,0,1,0,0,0,0,0,0,1
655,0,1,0,0,0,0,0,0,1
656,0,1,0,0,0,0,0,0,1
657,0,1,0,0,0,0,0,0,1
658,0,1,0,0,0,0,0,0,1
659,0,1,0,0,0,0,0,0,1
660,0,1,0,0,0,0,0,0,1
661,0,1,0,0,0,0,0,0,1
662,0,1,0,0,0,0,0,0,1
663,0,1,0,0,0,0,0,0,1
664,0,1,0,0,0,0,0,0,1
665,0,1,0,0,0,0,0,0,1
666,0,1,0,0,0,0,0,0,1
667,0,1,0,0,0,0,0,0,1
668,0,1,0,0,0,0,0,0,1
669,0,1,0,0,0,0,0,0,1
670,0,1,0,0,0,0,0,0,1
671,0,1,0,0,0,0,0,0,1
672,0,1,0,0,0,0,0,0,1
673,0,1,0,0,0,0,0,0,1
674,0,1,0,0,0,0,0,0,1
675,0,1,0,0,0,0,0,0,1
676,0,1,0,0,0,0,0,0,1
677,0,1,0,0,0,0,0,0,1
678,0,1,0,0,0,0,0,0,1
679,0,1,0,0,0,0,0,0,1
680,0,1,0,0,0,0,0,0,1
681,0,1,0,0,0,0,0,0,1
682,0,1,0,0,0,0,0,0,1
683,0,1,0,0,0,0,0,0,1
684,0,1,0,0,0,0,0,0,1
685,0,1,0,0,0,0,0,0,1
686,0,1,0,0,0,0,0,0,1
687,0,1,0,0,0,0,0,0,1
688,0,1,0,0,0,0,0,0,1
689,0,1,0,0,0,0,0,0,1
690,0,1,0,0,0,0,0,0,1
691,0,1,0,0,0,0,0,0,1
692,0,1,0,0,0,0,0,0,1
693,0,1,0,0,0,0,0,0,1
694,0,1,0,0,0,0,0,0,1
